Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
15,Male,4.71,Tablet,True,0.45,None,Urban,11-15,2025-10-23,Weekday,2.1195,2.5905
14,Male,3.53,Laptop,True,0.47,"Poor Sleep, Anxiety",Rural,11-15,2025-10-12,Weekend,1.6590999999999998,1.8709
18,Female,5.69,Tablet,True,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20,2025-10-03,Weekday,2.1053,3.5847
12,Male,5.89,Smartphone,True,0.42,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-11,Weekend,2.4737999999999998,3.4162
12,Female,5.56,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-12,Weekend,1.8348,3.7251999999999996
14,Female,3.16,TV,True,0.37,None,Urban,11-15,2025-10-13,Weekday,1.1692,1.9908000000000001
16,Female,6.05,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-02,Weekday,2.3595,3.6904999999999997
18,Male,6.08,TV,True,0.5,Anxiety,Rural,16-20,2025-10-07,Weekday,3.04,3.04
16,Female,2.65,Laptop,False,0.33,None,Urban,16-20,2025-10-31,Weekday,0.8745,1.7754999999999999
16,Male,5.02,Laptop,True,0.45,Poor Sleep,Urban,16-20,2025-10-29,Weekday,2.259,2.7609999999999997
13,Male,6.55,Tablet,True,0.34,Poor Sleep,Rural,11-15,2025-10-06,Weekday,2.2270000000000003,4.3229999999999995
17,Male,2.88,Smartphone,False,0.36,None,Urban,16-20,2025-10-17,Weekday,1.0368,1.8432
13,Female,4.3,Tablet,True,0.41,None,Urban,11-15,2025-10-01,Weekday,1.763,2.537
10,Male,6.32,Tablet,True,0.51,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-01,Weekday,3.2232000000000003,3.0968
8,Male,1.43,Smartphone,False,0.49,None,Urban,6-10,2025-10-19,Weekend,0.7007,0.7293
14,Male,3.39,TV,True,0.4,Poor Sleep,Rural,11-15,2025-10-08,Weekday,1.356,2.034
11,Male,5.73,Smartphone,True,0.34,Poor Sleep,Urban,11-15,2025-10-26,Weekend,1.9482000000000004,3.7818
8,Male,3.23,Tablet,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Rural,6-10,2025-10-08,Weekday,1.4535,1.7765
15,Female,4.6,TV,True,0.32,None,Rural,11-15,2025-10-05,Weekend,1.472,3.1279999999999997
13,Female,5.44,Smartphone,True,0.32,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-15,Weekday,1.7408000000000001,3.6992000000000003
13,Male,4.71,TV,True,0.41,Poor Sleep,Rural,11-15,2025-10-03,Weekday,1.9310999999999998,2.7789
9,Male,4.2,Tablet,True,0.5,Anxiety,Urban,6-10,2025-10-04,Weekend,2.1,2.1
8,Male,6.48,TV,True,0.4,Poor Sleep,Urban,6-10,2025-10-07,Weekday,2.5920000000000005,3.888
9,Female,4.37,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-20,Weekday,1.9228,2.4472
11,Female,3.43,Smartphone,True,0.33,Eye Strain,Urban,11-15,2025-10-24,Weekday,1.1319000000000001,2.2981
9,Female,3.09,Smartphone,True,0.53,"Poor Sleep, Eye Strain, Anxiety",Urban,6-10,2025-10-20,Weekday,1.6377,1.4523
8,Female,4.04,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban,6-10,2025-10-05,Weekend,1.6563999999999999,2.3836000000000004
14,Female,3.67,Smartphone,True,0.41,Eye Strain,Urban,11-15,2025-10-17,Weekday,1.5047,2.1653000000000002
18,Male,3.31,Smartphone,True,0.3,"Poor Sleep, Anxiety",Rural,16-20,2025-10-31,Weekday,0.993,2.317
18,Male,4.55,Tablet,True,0.49,Poor Sleep,Urban,16-20,2025-10-30,Weekday,2.2295,2.3205
15,Female,3.03,Tablet,True,0.48,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-13,Weekday,1.4544,1.5756
13,Female,2.08,Laptop,False,0.34,None,Rural,11-15,2025-10-07,Weekday,0.7072,1.3728
11,Female,2.41,Smartphone,False,0.45,None,Urban,11-15,2025-10-04,Weekend,1.0845,1.3255000000000001
13,Female,4.13,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-17,Weekday,1.6932999999999998,2.4367
10,Male,2.94,Smartphone,True,0.41,None,Urban,6-10,2025-10-22,Weekday,1.2053999999999998,1.7346000000000001
15,Male,3.86,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-20,Weekday,1.2738,2.5862
17,Female,4.93,Laptop,True,0.46,None,Urban,16-20,2025-10-14,Weekday,2.2678,2.6622
9,Female,0.19,TV,False,0.49,None,Urban,6-10,2025-10-29,Weekday,0.0931,0.0969
12,Male,3.29,Smartphone,True,0.44,"Eye Strain, Anxiety",Urban,11-15,2025-10-11,Weekend,1.4476,1.8424
8,Male,3.83,Tablet,True,0.48,Poor Sleep,Urban,6-10,2025-10-21,Weekday,1.8384,1.9916
13,Female,5.78,TV,True,0.44,None,Urban,11-15,2025-10-27,Weekday,2.5432,3.2368
9,Female,3.57,Smartphone,True,0.56,"Poor Sleep, Anxiety",Urban,6-10,2025-10-20,Weekday,1.9992,1.5707999999999998
11,Female,5.08,TV,True,0.49,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-20,Weekday,2.4892,2.5908
13,Female,5.97,TV,True,0.35,"Poor Sleep, Anxiety",Urban,11-15,2025-10-02,Weekday,2.0894999999999997,3.8805
17,Female,5.15,Smartphone,True,0.43,Poor Sleep,Urban,16-20,2025-10-20,Weekday,2.2145,2.9355
18,Male,4.89,Smartphone,True,0.34,None,Urban,16-20,2025-10-27,Weekday,1.6626,3.2273999999999994
15,Female,4.64,Smartphone,True,0.48,None,Urban,11-15,2025-10-29,Weekday,2.2272,2.4128
15,Female,3.09,TV,True,0.41,Eye Strain,Urban,11-15,2025-10-18,Weekend,1.2669,1.8231
18,Female,3.27,Smartphone,True,0.32,None,Urban,16-20,2025-10-25,Weekend,1.0464,2.2236000000000002
13,Male,6.05,Laptop,True,0.32,"Poor Sleep, Anxiety",Urban,11-15,2025-10-24,Weekday,1.936,4.114
11,Male,3.19,TV,True,0.34,None,Urban,11-15,2025-10-11,Weekend,1.0846,2.1054
15,Female,3.67,TV,True,0.49,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-29,Weekday,1.7983,1.8717
15,Male,5.98,Smartphone,True,0.32,None,Urban,11-15,2025-10-06,Weekday,1.9136000000000002,4.0664
17,Female,3.03,Smartphone,True,0.34,None,Urban,16-20,2025-10-03,Weekday,1.0302,1.9997999999999998
8,Male,4.09,Tablet,True,0.44,Poor Sleep,Rural,6-10,2025-10-05,Weekend,1.7995999999999999,2.2904
11,Female,4.26,TV,True,0.32,"Poor Sleep, Anxiety",Urban,11-15,2025-10-22,Weekday,1.3632,2.8968
11,Male,5.15,Smartphone,True,0.46,None,Rural,11-15,2025-10-28,Weekday,2.369,2.781
14,Male,3.99,Laptop,True,0.46,None,Urban,11-15,2025-10-30,Weekday,1.8354000000000001,2.1546000000000003
18,Female,4.3,Smartphone,True,0.48,Eye Strain,Rural,16-20,2025-10-20,Weekday,2.064,2.2359999999999998
14,Male,3.05,Laptop,True,0.3,"Poor Sleep, Anxiety",Rural,11-15,2025-10-29,Weekday,0.9149999999999999,2.135
18,Female,5.22,Smartphone,True,0.34,"Eye Strain, Anxiety",Rural,16-20,2025-10-15,Weekday,1.7748,3.4452
15,Female,6.67,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-15,Weekday,3.0015,3.6685
18,Male,3.43,Smartphone,True,0.45,Poor Sleep,Urban,16-20,2025-10-20,Weekday,1.5435,1.8865
12,Female,3.7,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-09,Weekday,1.776,1.9240000000000002
14,Male,1.87,Laptop,False,0.39,None,Urban,11-15,2025-10-22,Weekday,0.7293000000000001,1.1407
15,Male,4.52,Smartphone,True,0.43,Poor Sleep,Rural,11-15,2025-10-19,Weekend,1.9435999999999998,2.5763999999999996
16,Female,4.05,Smartphone,True,0.31,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-13,Weekday,1.2554999999999998,2.7945
10,Female,2.96,Smartphone,True,0.52,None,Urban,6-10,2025-10-29,Weekday,1.5392000000000001,1.4207999999999998
10,Female,0.0,TV,False,0.55,None,Urban,6-10,2025-10-14,Weekday,0.0,0.0
11,Male,5.97,Smartphone,True,0.37,None,Urban,11-15,2025-10-08,Weekday,2.2089,3.7611
12,Female,2.17,TV,False,0.34,None,Urban,11-15,2025-10-23,Weekday,0.7378,1.4322
17,Male,3.87,Laptop,True,0.34,Eye Strain,Urban,16-20,2025-10-27,Weekday,1.3158,2.5542
8,Male,2.73,TV,True,0.56,None,Urban,6-10,2025-10-25,Weekend,1.5288000000000002,1.2011999999999998
14,Female,3.61,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban,11-15,2025-10-20,Weekday,1.2995999999999999,2.3104
16,Female,5.26,TV,True,0.5,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-15,Weekday,2.63,2.63
15,Male,1.55,Laptop,False,0.5,None,Rural,11-15,2025-10-25,Weekend,0.775,0.775
12,Male,4.23,Smartphone,True,0.35,Poor Sleep,Urban,11-15,2025-10-11,Weekend,1.4805000000000001,2.7495000000000003
11,Female,5.41,Laptop,True,0.4,None,Rural,11-15,2025-10-26,Weekend,2.164,3.246
14,Male,5.01,Tablet,True,0.37,Poor Sleep,Urban,11-15,2025-10-27,Weekday,1.8537,3.1563
12,Female,4.24,Smartphone,True,0.41,Poor Sleep,Urban,11-15,2025-10-13,Weekday,1.7384,2.5016000000000003
14,Male,4.76,Smartphone,True,0.43,Poor Sleep,Urban,11-15,2025-10-01,Weekday,2.0467999999999997,2.7132
8,Female,0.37,TV,False,0.53,None,Rural,6-10,2025-10-09,Weekday,0.1961,0.1739
8,Female,4.23,Smartphone,True,0.57,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-07,Weekday,2.4111000000000002,1.8189000000000002
17,Female,5.19,Smartphone,True,0.33,None,Urban,16-20,2025-10-07,Weekday,1.7127000000000001,3.4773000000000005
10,Male,4.51,TV,True,0.48,Poor Sleep,Rural,6-10,2025-10-22,Weekday,2.1647999999999996,2.3452
18,Male,5.0,Tablet,True,0.49,Poor Sleep,Urban,16-20,2025-10-13,Weekday,2.45,2.55
9,Male,1.7,Smartphone,False,0.52,None,Rural,6-10,2025-10-22,Weekday,0.884,0.816
9,Female,4.48,Smartphone,True,0.55,"Eye Strain, Anxiety, Obesity Risk",Rural,6-10,2025-10-21,Weekday,2.4640000000000004,2.016
14,Female,3.63,Tablet,True,0.36,"Poor Sleep, Anxiety",Urban,11-15,2025-10-12,Weekend,1.3068,2.3232
17,Male,3.71,Tablet,True,0.48,"Eye Strain, Anxiety",Urban,16-20,2025-10-20,Weekday,1.7808,1.9292
9,Male,8.48,Smartphone,True,0.45,Poor Sleep,Urban,6-10,2025-10-28,Weekday,3.8160000000000003,4.664
18,Male,2.58,Laptop,False,0.42,None,Urban,16-20,2025-10-18,Weekend,1.0836,1.4964000000000002
11,Male,3.97,Laptop,True,0.3,Poor Sleep,Rural,11-15,2025-10-03,Weekday,1.191,2.779
9,Female,2.43,Smartphone,True,0.56,None,Urban,6-10,2025-10-26,Weekend,1.3608000000000002,1.0692
13,Female,4.47,Laptop,True,0.36,None,Rural,11-15,2025-10-03,Weekday,1.6091999999999997,2.8608000000000002
15,Female,4.44,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-23,Weekday,1.7760000000000002,2.664
17,Male,4.46,Smartphone,True,0.31,Poor Sleep,Urban,16-20,2025-10-15,Weekday,1.3826,3.0774
11,Male,4.76,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-09,Weekday,1.7135999999999998,3.0464
12,Male,5.64,Smartphone,True,0.31,None,Rural,11-15,2025-10-09,Weekday,1.7484,3.8915999999999995
11,Male,3.6,TV,True,0.4,Eye Strain,Rural,11-15,2025-10-28,Weekday,1.4400000000000002,2.16
10,Female,7.16,TV,True,0.48,Poor Sleep,Urban,6-10,2025-10-14,Weekday,3.4368,3.7232000000000003
12,Male,3.45,Smartphone,True,0.44,Eye Strain,Rural,11-15,2025-10-21,Weekday,1.518,1.9320000000000002
16,Female,4.44,Laptop,True,0.34,Poor Sleep,Urban,16-20,2025-10-26,Weekend,1.5096000000000003,2.9304
15,Female,3.34,Laptop,True,0.31,Poor Sleep,Rural,11-15,2025-10-12,Weekend,1.0353999999999999,2.3045999999999998
15,Male,5.89,Laptop,True,0.5,None,Rural,11-15,2025-10-02,Weekday,2.945,2.945
15,Female,2.16,Smartphone,False,0.37,None,Urban,11-15,2025-10-12,Weekend,0.7992,1.3608000000000002
15,Female,6.75,Smartphone,True,0.31,Obesity Risk,Rural,11-15,2025-10-02,Weekday,2.0925,4.657500000000001
14,Female,5.37,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-28,Weekday,2.148,3.222
15,Female,2.76,Laptop,False,0.44,None,Urban,11-15,2025-10-17,Weekday,1.2144,1.5455999999999999
18,Female,4.14,TV,True,0.49,Poor Sleep,Urban,16-20,2025-10-09,Weekday,2.0286,2.1113999999999997
15,Female,5.5,TV,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-30,Weekday,2.42,3.08
15,Male,3.74,Smartphone,True,0.36,Obesity Risk,Rural,11-15,2025-10-01,Weekday,1.3464,2.3936
17,Male,6.68,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20,2025-10-25,Weekend,2.4716,4.208399999999999
14,Male,3.08,Smartphone,True,0.35,Eye Strain,Rural,11-15,2025-10-07,Weekday,1.0779999999999998,2.0020000000000002
8,Female,3.5,TV,True,0.51,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-18,Weekend,1.7850000000000001,1.7149999999999999
11,Female,4.64,TV,True,0.42,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.9487999999999999,2.6912
11,Female,5.76,Smartphone,True,0.43,Poor Sleep,Urban,11-15,2025-10-24,Weekday,2.4768,3.2832
12,Female,2.86,Smartphone,False,0.37,None,Urban,11-15,2025-10-31,Weekday,1.0582,1.8017999999999998
17,Female,3.66,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-24,Weekday,1.5372,2.1228000000000002
13,Male,2.55,TV,False,0.31,None,Urban,11-15,2025-10-07,Weekday,0.7905,1.7594999999999998
11,Female,4.25,Smartphone,True,0.41,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-30,Weekday,1.7425,2.5075000000000003
9,Female,0.89,Tablet,False,0.6,None,Rural,6-10,2025-10-11,Weekend,0.534,0.356
13,Female,7.05,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,11-15,2025-10-06,Weekday,2.256,4.7940000000000005
15,Female,3.39,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-11,Weekend,1.356,2.034
15,Male,3.99,Smartphone,True,0.48,None,Urban,11-15,2025-10-04,Weekend,1.9152,2.0748
14,Female,1.64,Laptop,False,0.44,None,Rural,11-15,2025-10-24,Weekday,0.7215999999999999,0.9184
13,Male,3.71,TV,True,0.34,Poor Sleep,Urban,11-15,2025-10-07,Weekday,1.2614,2.4486
9,Male,0.0,TV,False,0.47,None,Urban,6-10,2025-10-05,Weekend,0.0,0.0
14,Female,5.03,Laptop,True,0.49,None,Urban,11-15,2025-10-01,Weekday,2.4647,2.5653
18,Male,3.62,Laptop,True,0.39,Anxiety,Rural,16-20,2025-10-28,Weekday,1.4118000000000002,2.2081999999999997
12,Female,3.73,Tablet,True,0.44,None,Urban,11-15,2025-10-02,Weekday,1.6412,2.0888
13,Male,6.38,Tablet,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-18,Weekend,2.4244,3.9556
17,Male,5.66,Tablet,True,0.45,Poor Sleep,Rural,16-20,2025-10-20,Weekday,2.547,3.113
15,Female,3.67,TV,True,0.39,Obesity Risk,Urban,11-15,2025-10-16,Weekday,1.4313,2.2386999999999997
15,Male,3.12,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-09,Weekday,1.5288,1.5912000000000002
10,Female,3.85,Smartphone,True,0.5,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-30,Weekday,1.925,1.925
14,Male,4.94,Laptop,True,0.3,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-25,Weekend,1.482,3.458
8,Female,0.0,Smartphone,False,0.51,None,Rural,6-10,2025-10-24,Weekday,0.0,0.0
8,Female,0.0,Tablet,False,0.44,None,Urban,6-10,2025-10-22,Weekday,0.0,0.0
14,Female,5.44,Smartphone,True,0.46,Poor Sleep,Rural,11-15,2025-10-20,Weekday,2.5024,2.9376
17,Male,5.9,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20,2025-10-31,Weekday,1.9470000000000003,3.9530000000000003
16,Female,4.54,Smartphone,True,0.46,Eye Strain,Rural,16-20,2025-10-09,Weekday,2.0884,2.4516
14,Male,5.4,TV,True,0.31,Poor Sleep,Rural,11-15,2025-10-15,Weekday,1.6740000000000002,3.726
17,Female,3.88,Smartphone,True,0.38,None,Rural,16-20,2025-10-30,Weekday,1.4744,2.4055999999999997
12,Female,5.16,Smartphone,True,0.35,Poor Sleep,Urban,11-15,2025-10-30,Weekday,1.8059999999999998,3.354
15,Male,3.63,TV,True,0.34,Poor Sleep,Urban,11-15,2025-10-14,Weekday,1.2342,2.3958
9,Male,3.22,TV,True,0.46,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-05,Weekend,1.4812,1.7388000000000001
16,Male,3.31,Smartphone,True,0.35,Anxiety,Rural,16-20,2025-10-16,Weekday,1.1584999999999999,2.1515000000000004
13,Male,4.8,Smartphone,True,0.47,Obesity Risk,Rural,11-15,2025-10-14,Weekday,2.256,2.544
16,Female,6.47,TV,True,0.35,Poor Sleep,Urban,16-20,2025-10-17,Weekday,2.2645,4.2055
9,Male,0.4,TV,False,0.42,None,Urban,6-10,2025-10-19,Weekend,0.168,0.232
10,Female,0.0,TV,False,0.52,None,Rural,6-10,2025-10-22,Weekday,0.0,0.0
15,Female,5.69,TV,True,0.35,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-24,Weekday,1.9915,3.6985
8,Female,4.8,Tablet,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Rural,6-10,2025-10-27,Weekday,2.016,2.784
17,Male,4.8,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-21,Weekday,1.68,3.12
14,Female,3.1,Tablet,True,0.46,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15,2025-10-30,Weekday,1.4260000000000002,1.674
14,Female,2.93,Tablet,False,0.38,None,Rural,11-15,2025-10-10,Weekday,1.1134000000000002,1.8166
8,Female,2.37,Smartphone,True,0.55,None,Urban,6-10,2025-10-10,Weekday,1.3035,1.0665
16,Female,4.44,Smartphone,True,0.47,Poor Sleep,Urban,16-20,2025-10-28,Weekday,2.0868,2.3532
15,Female,2.82,Smartphone,False,0.42,None,Urban,11-15,2025-10-23,Weekday,1.1844,1.6356
11,Female,5.23,Smartphone,True,0.44,None,Urban,11-15,2025-10-23,Weekday,2.3012,2.9288000000000003
17,Female,2.73,Smartphone,False,0.4,None,Rural,16-20,2025-10-31,Weekday,1.092,1.638
18,Male,4.9,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-18,Weekend,1.9110000000000003,2.989
12,Female,4.94,Smartphone,True,0.35,None,Urban,11-15,2025-10-26,Weekend,1.729,3.2110000000000003
9,Female,0.0,Smartphone,False,0.4,None,Rural,6-10,2025-10-03,Weekday,0.0,0.0
16,Female,5.34,Smartphone,True,0.32,Poor Sleep,Rural,16-20,2025-10-30,Weekday,1.7088,3.6311999999999998
13,Male,5.49,TV,True,0.33,None,Urban,11-15,2025-10-21,Weekday,1.8117,3.6783
10,Female,5.28,TV,True,0.47,"Poor Sleep, Anxiety",Urban,6-10,2025-10-17,Weekday,2.4816,2.7984000000000004
14,Female,3.93,Smartphone,True,0.45,Poor Sleep,Urban,11-15,2025-10-05,Weekend,1.7685000000000002,2.1615
16,Male,4.04,Tablet,True,0.48,Poor Sleep,Urban,16-20,2025-10-17,Weekday,1.9392,2.1008
10,Male,1.71,Tablet,False,0.44,None,Rural,6-10,2025-10-05,Weekend,0.7524,0.9576
9,Male,8.47,Tablet,True,0.44,Poor Sleep,Rural,6-10,2025-10-12,Weekend,3.7268000000000003,4.7432
14,Male,4.31,Smartphone,True,0.33,"Anxiety, Obesity Risk",Rural,11-15,2025-10-17,Weekday,1.4223,2.8876999999999997
14,Male,4.44,Laptop,True,0.41,"Poor Sleep, Anxiety",Urban,11-15,2025-10-31,Weekday,1.8204,2.6196
11,Female,2.27,Smartphone,False,0.48,None,Urban,11-15,2025-10-12,Weekend,1.0896,1.1804000000000001
18,Male,5.57,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Rural,16-20,2025-10-05,Weekend,2.6736,2.8964000000000003
16,Male,3.66,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20,2025-10-14,Weekday,1.647,2.013
15,Male,3.09,TV,True,0.42,Poor Sleep,Urban,11-15,2025-10-26,Weekend,1.2977999999999998,1.7922
8,Male,0.0,Tablet,False,0.56,None,Rural,6-10,2025-10-23,Weekday,0.0,0.0
8,Male,5.81,Smartphone,True,0.6,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-15,Weekday,3.4859999999999998,2.324
12,Female,4.95,Smartphone,True,0.35,None,Rural,11-15,2025-10-23,Weekday,1.7325,3.2175000000000002
13,Female,4.98,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Rural,11-15,2025-10-24,Weekday,2.2908000000000004,2.6892
10,Male,0.45,TV,False,0.57,None,Rural,6-10,2025-10-13,Weekday,0.2565,0.1935
16,Male,5.79,Smartphone,True,0.31,None,Urban,16-20,2025-10-08,Weekday,1.7949,3.9951
17,Male,5.82,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,16-20,2025-10-09,Weekday,2.1534,3.6666000000000003
13,Female,5.25,Laptop,True,0.5,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-11,Weekend,2.625,2.625
11,Male,4.97,TV,True,0.46,Poor Sleep,Urban,11-15,2025-10-13,Weekday,2.2862,2.6837999999999997
14,Male,2.44,TV,False,0.48,None,Urban,11-15,2025-10-05,Weekend,1.1712,1.2688
15,Female,3.73,Smartphone,True,0.43,None,Urban,11-15,2025-10-29,Weekday,1.6038999999999999,2.1261
16,Female,2.95,TV,False,0.46,None,Urban,16-20,2025-10-07,Weekday,1.3570000000000002,1.593
18,Male,4.74,Tablet,True,0.43,Poor Sleep,Urban,16-20,2025-10-01,Weekday,2.0382000000000002,2.7018
13,Male,2.77,TV,False,0.5,None,Rural,11-15,2025-10-23,Weekday,1.385,1.385
13,Female,3.54,Smartphone,True,0.31,Poor Sleep,Rural,11-15,2025-10-27,Weekday,1.0974,2.4426
15,Male,4.36,Tablet,True,0.39,"Poor Sleep, Anxiety",Urban,11-15,2025-10-05,Weekend,1.7004000000000001,2.6596
12,Male,6.04,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,11-15,2025-10-15,Weekday,2.9596,3.0804
10,Female,1.91,Tablet,False,0.6,None,Urban,6-10,2025-10-23,Weekday,1.146,0.764
10,Male,4.96,TV,True,0.53,"Poor Sleep, Anxiety",Rural,6-10,2025-10-27,Weekday,2.6288,2.3312
13,Male,4.85,Smartphone,True,0.39,None,Urban,11-15,2025-10-16,Weekday,1.8915,2.9585
9,Male,2.4,Tablet,True,0.55,None,Urban,6-10,2025-10-09,Weekday,1.32,1.0799999999999998
13,Female,1.87,TV,False,0.44,None,Urban,11-15,2025-10-25,Weekend,0.8228000000000001,1.0472000000000001
13,Female,5.27,TV,True,0.44,Poor Sleep,Urban,11-15,2025-10-23,Weekday,2.3188,2.9511999999999996
15,Female,3.72,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-13,Weekday,1.2276,2.4924
14,Female,4.74,TV,True,0.44,"Poor Sleep, Anxiety",Urban,11-15,2025-10-30,Weekday,2.0856,2.6544000000000003
15,Male,4.19,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-31,Weekday,2.0531,2.1369000000000002
16,Male,4.07,Smartphone,True,0.39,Anxiety,Urban,16-20,2025-10-15,Weekday,1.5873000000000002,2.4827000000000004
13,Male,3.38,Laptop,True,0.39,None,Urban,11-15,2025-10-11,Weekend,1.3182,2.0618
17,Male,5.36,Tablet,True,0.5,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-21,Weekday,2.68,2.68
10,Male,4.35,TV,True,0.51,Anxiety,Urban,6-10,2025-10-14,Weekday,2.2184999999999997,2.1315
18,Male,5.17,Tablet,True,0.44,Obesity Risk,Urban,16-20,2025-10-18,Weekend,2.2748,2.8952
8,Female,6.31,Smartphone,True,0.54,Obesity Risk,Rural,6-10,2025-10-25,Weekend,3.4074,2.9025999999999996
18,Female,3.31,Tablet,True,0.49,None,Rural,16-20,2025-10-24,Weekday,1.6219,1.6881000000000002
12,Female,6.37,Smartphone,True,0.32,"Eye Strain, Anxiety, Obesity Risk",Urban,11-15,2025-10-16,Weekday,2.0384,4.3316
11,Female,4.09,Smartphone,True,0.38,Poor Sleep,Rural,11-15,2025-10-18,Weekend,1.5542,2.5358
16,Female,4.3,Smartphone,True,0.32,Poor Sleep,Urban,16-20,2025-10-28,Weekday,1.376,2.924
16,Male,1.81,Smartphone,False,0.41,None,Urban,16-20,2025-10-06,Weekday,0.7421,1.0679
12,Female,3.58,Tablet,True,0.47,None,Urban,11-15,2025-10-20,Weekday,1.6825999999999999,1.8974000000000002
17,Male,3.58,Smartphone,True,0.3,"Poor Sleep, Anxiety",Urban,16-20,2025-10-13,Weekday,1.074,2.5060000000000002
11,Male,5.83,Smartphone,True,0.3,Anxiety,Urban,11-15,2025-10-13,Weekday,1.7489999999999999,4.081
14,Female,5.25,Tablet,True,0.47,Poor Sleep,Urban,11-15,2025-10-16,Weekday,2.4675,2.7825
13,Male,4.07,Smartphone,True,0.44,Anxiety,Urban,11-15,2025-10-18,Weekend,1.7908000000000002,2.2792000000000003
11,Female,6.01,Smartphone,True,0.5,Poor Sleep,Urban,11-15,2025-10-04,Weekend,3.005,3.005
17,Male,5.38,Smartphone,True,0.35,"Eye Strain, Anxiety",Rural,16-20,2025-10-02,Weekday,1.8829999999999998,3.497
9,Male,6.25,TV,True,0.56,"Poor Sleep, Eye Strain, Anxiety",Urban,6-10,2025-10-17,Weekday,3.5000000000000004,2.7499999999999996
8,Female,4.98,TV,True,0.56,"Poor Sleep, Anxiety",Urban,6-10,2025-10-08,Weekday,2.7888000000000006,2.1912
11,Female,5.91,Smartphone,True,0.31,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.8321,4.0779
11,Male,5.75,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-23,Weekday,1.8975000000000002,3.8525
8,Female,4.85,Smartphone,True,0.54,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-27,Weekday,2.6189999999999998,2.231
13,Male,3.23,Laptop,True,0.3,Anxiety,Rural,11-15,2025-10-05,Weekend,0.969,2.261
